uuid,text_data
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," has published a brochure titled “Driving innovation and implementing change”, which markets the agency’s REL on the Selmon Expressway as an opportunity to test automated and connected vehicle technology. The brochure also highlights THEA’s partnerships with the Center for Urban Transportation Research (CUTR) at the University of South Florida (USF), the City of Tampa, the Hillsborough Area Transit Authority (HART), the Florida Department of Transportation (FDOT) and private bu sinesses. In particular, the brochure highlights the creative partnership between THEA and CUTR, describing THEA as a small, nimble, and responsive organization with a track record for innovation (e.g. being the first expressway to convert to all electroni c tolling), and the CUTR as an internationally recognized multidisciplinary research institute providing specialized research into automated vehicles. Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends C-15 11. Transurban Innovation"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Focus: Innovation Process Organization Type: Concessionaire Year Established: 1999 Employees: 3000 Location: Australia, United States, and Canada Overview Transurban is a tolling and technology company based in Australia with a nine-member Board of Directors and a six -member Executive Committee. As a leader in the tolling industry, they established high performance metrics for research and innovation within the tolling and technology industry. Not only do they design and build new roads for today, they are considering ways to support future technology in transportation. Approach to Innovation Transurban sees innovation as a means of looking toward the future as an organization. As such, they have a dedicated team that marries its mission and vision around that idea. The innovation team established six key objectives that map out their process throughout the organization. This creates linkages between ideas and shifting them into action. It is evident that Transurban supports growth of their innovation as"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," the team continues to develop value for the core business strategies. By dedicating an innovation team, it recognizes the need to evaluate new technologies as a prioritization strategy for emerging solutions that can future-proof the organization as a whole. Transurban’s strategy team is continuously engaged to ensure resources are available for successful project completion and justification for funding. The innovation team is made up of members of the operations team as their “boots on the ground” approach to reduce the risk of failure and to ensure long-term opportunities. In order to lower risk of short-term opportunities, public affairs is a part of the innovation team as well. Transurban understands that collaboration is the foundation to support innovation, and that flexibility is often needed to launch new initi atives. By identifying other business units as stakeholders on new initiatives, the innovation team can make sure they have the right staff working together on specific projects while setting"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26,
1488bfc2-8812-4da4-8b88-345f2401546c,"Tolling U.S. Highways and Bridges Robert S. Kirk Specialist in Transportation Policy August 4, 2017 Congressional Research Service 7-5700 www.crs.gov R44910 Tolling U.S. Highways and Bridges Congressional Research Service Summary The Federal -Aid Road Act of 1916 (39 Stat. 355), which provided federal funds to states for highway construction, included the requirement that all roads funded under the act be “free from tolls of all kinds.” Following the funding of the Interstate System in 1956, the “freedom from tolls” policy was reaffirmed (23 U.S.C. §301) . Although the provision still exists, exceptions to the general ban on tolls now cover the vast majority of federal -aid roads and bridges. New roads, bridges, and tunnels may be tolled , and most existing roads , bridg es, and tunnels may be tolled if they are reconstruct ed or replaced . Yet growth in the extent of toll facilities has been slow, and some new toll projects have struggled financially. The failure , beginning in 2008, of federal highway user"
1488bfc2-8812-4da4-8b88-345f2401546c," taxes and fees to provide sufficient revenues to fund the surface transportation program authorized by Congress has renewed interest in expanding toll financing . The Congressional Budget Office (CBO) projects that annual highway revenues, mostly from motor fuels taxes, wil l fall an average of $20 billion short of the amount needed to sustain the current federal surface transportation p rogram between FY2021 and FY202 5, and some Member s of Congress see an expansion of tolling as a way to reduce the need for federal expenditur es on roads . Congress could achieve an expansion of tolling in several ways. At one extreme, it could simply encourage tolling pilot projects on Interstate System highways , of which relatively few have been implemented to date. At the other extreme, Congr ess might authorize states to toll federal -aid highways as they see fit, or even require that Interstate highway segments be converted to toll roads as they undergo reconstruction, eventually turning all Interstates into toll"
1488bfc2-8812-4da4-8b88-345f2401546c," roads. One obstacle to increa sed use of tolling is that t olls are a relatively inefficient way of raising revenue. The costs of toll collection on many existing toll roads exceed 10% of revenues even if all tolls are collected electronically, not including the cost of toll collection infrastructure. This compares unfavorably to the cost of collecting the existing federal motor fuels tax, estimated to be less than 1% of revenues. In addition, m any roads may not have sufficient traffic willing to pay a high enough toll to fully cover financing, construction, maintenance, and toll collection costs. Due to these factors, as well as their political unpopularity, tolls are likely to play a limited role in funding surface transportation projects in the near future. Beyond a requirement that toll rates on bridges “shall be just and reasonable” and a provision limiting tolls on over -the-road buses, current federal law provides no role for the federal government in regulating toll rates or practices. States do not"
1488bfc2-8812-4da4-8b88-345f2401546c," need to ask for permission fro m the Federal Highway Administration ( FHWA ) prior to imposing tolls but must be careful to adhere to the legal requirements , especially in regard to the use of revenues . However, there have been controversies in a number of states over toll schedules that favor in -state residents over others; over attempts to collect tolls at state borders , where more nonresidents would be affected, rather than at internal locations ; and over trucking industry complaints that truck tolls are excessive compared to auto tolls . If tolling becomes m ore widespread , the extent to which tolling should be subject to federal oversight may become a more prominent question . Tolling U.S. Highways and Bridges Congressional Research Service Contents Introduction ................................ ................................ ................................ ................................ ..... 1 A Brief History of Tolling on Federal Roads ................................"
1488bfc2-8812-4da4-8b88-345f2401546c," ................................ ................... 1 The Federal Role in the Tolling of U.S. Highways ................................ ................................ ......... 3 Federal Conditions for Tolling of Highways, Bridges, and Tunnels ................................ ......... 3 HOV/HOT Lane Program: Section 166 ................................ ................................ .............. 4 The Setting of Toll Rates ................................ ................................ ................................ ........... 4 Use of Toll Revenues ................................ ................................ ................................ ................ 5 Financial Realities of Toll Roads ................................ ................................ ................................ ..... 5 Billing and Operating Costs ................................ ................................ ................................ ...... 6 Tolling and Highway Funding"
1488bfc2-8812-4da4-8b88-345f2401546c, ................................ ................................ ................................ ......... 8 Tolling the Interstate Highway System ................................ ................................ ................... 10 Creating an Interstate Toll Network via the Reconstruction Process ................................ 10 Converting the Entire Interstate System to a Toll Network ................................ ............... 11 Converting Urban Interstates to Toll Networks ................................ ................................ . 11 Conversion Costs ................................ ................................ ................................ .............. 12 Increased Use of Tolling to Encourage Innovative Finance ................................ .................... 12 Tolling Policy Issues ................................ ................................ ................................ ...................... 13 How Could an Interstate System Conversion Be Accomplished?
1488bfc2-8812-4da4-8b88-345f2401546c, ................................ .......... 13 How Would Tolls Be Regulated? ................................ ................................ ............................ 13 Commerce Clause Issues in the Courts ................................ ................................ ................... 14 Emerging Issues ................................ ................................ ................................ ...................... 16 Charging Trucks ................................ ................................ ................................ ................ 16 “Double Taxation” and Fuels Tax Rebates ................................ ................................ ....... 17 Will Tolling Increase Transportation Spending? ................................ ................................ ..... 17 Toll Credits ................................ ................................ ................................ ........................ 17 Vehicle Miles Traveled Charges as an Alternative to Tolls
1488bfc2-8812-4da4-8b88-345f2401546c," ................................ ..................... 18 Tables Table 1. Toll Collection Revenues and Costs ................................ ................................ .................. 8 Contacts Author Contact Information ................................ ................................ ................................ .......... 18 Tolling U.S. Highways and Bridges Congressional Research Service 1 Introduction Since FY2008, federal highway user taxes and fees have been inadequate to fund the surface transportation program authorized by Cong ress. Although the 2015 surface transportation act addressed the revenue shortfall through FY2020 by authorizing the use of general funds for transportation purposes, the Congressional Budget Office (CBO) projects that after FY2020 the gap between dedicate d surface transportation revenues and spending will average $20 billion annually.1 The search for ways to fill this gap may revive congressional interest in tolling as a means of financing transportation"
1488bfc2-8812-4da4-8b88-345f2401546c," projects without federal expenditures. States are fr ee to impose tolls on roads, bridges, and tunnels that have been built and maintained without federal assistance. New federally assisted roads, bridges , and tunnels may be tolled. The vast majority of existing federally assisted roads, bridges , and tunnels may be converted to toll facilities but must meet reconstruction or replacement requirements. There remains a ban on the tolling of existing Interstate System highway surface lane capacity. Lifting or retaining this ban is one of the main policy issue s regarding tolling of federally assisted roads. T his report explains current federal policies governing tolling and discusses issues related to increasing the use of tolls as a source of revenue for surface transportation projects. A Brief History of Tolling on Federal Roads In some states, mostly in the Northeast and the mid -Atlantic region, many of today’s highways were originally toll roads, often built and operated by private investors. While"
1488bfc2-8812-4da4-8b88-345f2401546c," tolling often made it possible to build or improve roads at mini mal cost to taxpayers, many of these roads failed due to overly optimistic revenue expectations, inability to attract sufficient investment to pay for improvements, competing capacity, and toll avoidance and the related cost of enforcement.2 Over time, toll roads came to be regarded as obstacles to the free flow of commerce. When it established the forerunner of today’s federal -aid highway program in 1916, Congress emphasized the principle that roads should be free. Section 1 of t he Federal -Aid Road Act (39 Stat. 355) provided that “all roads constructed under the provision of this Act be free from tolls of all kinds.”3 The Oldfield Act of 1927 (44 Stat. 1398) opened the door to tolls by permitting the use of federal funds to build toll bridges as long as they were operated by the states or their political subdivisions.4 However, the federal Bureau of Public Roads continued to oppose the use of federal funds on toll roads. Consequently, when"
1488bfc2-8812-4da4-8b88-345f2401546c," states, mainly in the Northeast, undertook expressway constructio n in the decade after World War II, they built toll roads without federal 1 Congressional Budget Office, Projections of Highway Trust Fund Accounts Under CBO’s June 2017 Baseline , June 2017, https://www.cbo.gov/ sites/ default/ files/ recurringdata/ 51300 -2017 -06-highwaytrustfund.pdf . The $20 billion figure represents the average annual gap between projected receipts from the motor fuels and other excise taxes that flow into the Highway Trust Fund (HTF) and the anticipated cost of maintaining the surface transportation program at its curren t “baseline” level. 2 Joseph Austin Durrenberger, Turnpikes: A Study of the Toll Road Movement in the Middle Atlantic States and Maryland (Valdosta, GA: Southern Stationery and Printing Co., 1931), pp. 156 -158. See also George Rogers Taylor, Transportation Revolution (New York: Rinehart and Co., 1951), pp. 3 -31. 3 The provision was added without opposition. See House debate, Congressional Record ,"
1488bfc2-8812-4da4-8b88-345f2401546c," vol. 53, part 2 (January 19, 1916), p. 1284 . Also , Senate debate, Congressional Record , vol. 53, part 2 (January 25, 1916), p. 1518. 4 The authors of the legislation were concerned about private bridge monopolies. For a detailed legislative history of federal toll road policy , see Congressional Budget Office , Toll Roads: a Review of Recent Experience; Appendix , 1997 , pp. 22-28. Tolling U.S. Highways and Bridges Congressional Research Service 2 aid. By January 1, 1955, there were 1,239 miles of completed “arterial toll roads” in the United States, another 1,382 miles were under construction, and 3,314 miles were being plann ed or studied.5 Many of these roads were on routes of the planned Interstate System. Although the Bureau of Public Roads supported the building of new Interstate highways as free roads, it did recommend that existing toll roads that met its engineering sta ndards and followed the routes of proposed Interstate highways be incorporated into the new network.6 The tolling prohibition"
1488bfc2-8812-4da4-8b88-345f2401546c," was reiterated in the Federal -Aid Highway Act and Highway Revenue Act of 1956 (P.L. 84 -627; 70 Stat. 374), which authorized 13 yea rs of funding for construction of the Interstate Highway System, created the Highway Trust Fund (HTF) as the source of federal funds for state road construction, and raised tax rates on motor fuels to help fund it. The fuel and other highway taxes that wer e now dedicated to the HTF were seen as a close proxy for a user -payer system of financing federal -aid roads.7 The increased flow of federal funds, heavily weighted toward the Interstate highways, effectively stopped the development of new toll roads by th e states.8 Thirty -five years later, the Intermodal Surface Transportation Efficiency Act of 1991 (ISTEA; P.L. 102 -240) opened non -Interstate federal -aid highways to tolling , but allowed existing roads or bridges to be tolled only after being reconstructed. This effectively linked tolling to capacity additions or road improve ments . Both the 1998 Transportation"
1488bfc2-8812-4da4-8b88-345f2401546c," Equity Act for the 21st Century (TEA -21; P.L. 105 -178, as amended by P.L. 105 -206) and the Safe, Accountable, Flexible, Efficient T ransportation Equity Act: A Legacy for Users ( P.L. 109 -59; SAFETEA ) allowed tolling on high-occupancy vehicle (HOV) lanes, established pilot projects for tolling of a limite d number of Interstate System routes, and allowed limited use of tolls that vary according to the level of traffic, known as congestion pricing. The Moving Ahead for Progress in the 21st Century Act (MAP -21; P.L. 112 -141), enacted in 2012, reinforced the encouragement of tolls on HOV lanes and congestion pricing. It allowed tolling of new Interstate System routes , route extensions , and additional lane capacity , but continued to block tolling of most existing Interstate highway lane capacity. MAP -21 retained two pilot programs, one encouraging the use of pricing to control congestion and another allowing Interstate route segments in three states to be converted to tolling as p art of their"
1488bfc2-8812-4da4-8b88-345f2401546c," reconstruction. The Fixing America’s Surface Transportation Act (FAST Act; P.L. 114 -94), enacted in December 2015, clarified that public authorities generally, as opposed to solely state agencies, may impose tolls on single -occupant vehicles using HOV lanes. It modified the TEA -21 pilot program allowing existing Interstate highway segments in three states to be subject to tolls to finance reconstruction by provid ing that federal approval lapses if the selected states have not started construction within three years of approval. 5 Federal Highway Administration, America’s Highways (Washington : GPO , 1977), pp. 166 -170. 6 Bureau of Public Roads, “ Toll Roads Included in Interstate System ,” press release, August 21, 1957. 7 President Franklin D. Roosevelt envisioned build ing a network of interstate toll roads, in part as a jobs program, in the late 1930s. President Dwight D. Eisenhower supported the findings of the President’s Advisory Committee on a National Highway Program, chaired by former General"
1488bfc2-8812-4da4-8b88-345f2401546c," Lucius D. Clay, which recommended creation of a Federal Highway Corporation that would issue bonds to be paid off by existing gas taxes. This financing method was not well received by the chairs of the Senate Finance and House Ways and Means Committees, primarily because of th e long - term dedication of the gas tax to service the bonds. Eventually, Congress settled on a gas tax increase and the pay -as- you-go funding of the 1956 act. See Federal Highway Administration, America’s Highways, pp. 172 -173. 8 Some planned toll roads already under development in 1956 were completed. Tolling U.S. Highways and Bridges Congressional Research Service 3 The Federal Role in the Tolling of U.S. Highways With minor exceptions (see “The Setting of T oll Rates ,” below), the Federal Highway Administration (FHWA) does not have a role in setting toll rates . MAP -21 also eliminated the requirement that a toll agreement be negotiated by the tolling authority (including the state transportation department s) with the U.S."
1488bfc2-8812-4da4-8b88-345f2401546c," Department of Transportation prior to federal participation in construction of a toll facility. Any highway owner (a state, public authority, or other eligible entity) has the right to implement tolling , provided the facility is eligible to be tolled under 23 U.S.C. Sections 129 or 166, or under congressionally authorized pilot toll programs . However, federal law does impose restrictions on the use of toll revenue . Federal Conditions for Tolling of Highways, Bridges , and Tunnels The legal ability to toll is based on exceptions to the 1958 “Freedom from Tolls” provision of 23 U.S.C. Section 301. The exceptions are set forth in 23 U.S.C. Section 129. Over the years , the exceptions and their conditions have expanded to the point where the only absolute prohibition is the requirement that the toll-free surface lane count on any existing Interstate System highway must be retained.9 T olling of Highway Categories Under Section 129 Exceptions from “Freedom From T olls” Interstate System Highways The Dwight D."
1488bfc2-8812-4da4-8b88-345f2401546c," Eisenhower National System of Interstate and Defense Highways covers 48,053 miles, or about 1% of the total mileage of all U.S. public roads .10 Approximately 3,419 miles of the Interstate System are currently tolled. Most of these toll roads were built by the states prior to creation of the Interstate System and were designated as Interstate h ighways in the late 1950s.  Tolling is allowed on all new Interstate System highways, bridges, and tunnels.  Existing Interstate System bridges and tunnels may be converted to toll facilities if reconstructed or replaced .  Added lane capacity on existing Interstate System highways may be tolled.  The toll-free lane count on exist ing Interstate System surface routes must be maintained . These lanes may not be tolled even if reconstructed , unless reconstructed under the Interstate System Reconstruction and Rehabilitation Pilot Program.11 Non-Interstate Federal -Aid Highways This categ ory includes highways on the National Highway System (other than the Interstate"
1488bfc2-8812-4da4-8b88-345f2401546c," System highways) , and all other public roads not classified as local roads and rural minor collectors. These roads are eligible for federal highway funding. About 974,514 miles, or about 2 3% of all U.S. public roads , are non-Interstate System federal -aid highways.  All lanes of an existing toll -free non -Interstate System federal -aid highway , bridge , or tunnel may be conv erted to a toll facility if they are reconstructed.  Tolling is allowed on all new federal -aid highways, bridges, and tunnels. Added lane capacity on existing highways may be tolled as long as the existing toll -free lane count remains the same . However, t he toll-free lanes may be 9 Federal Highway Administration, Federal Tolling Programs: Section 129 General Toll Program Q and A , Washington, DC, https://www.fhwa.dot.gov/ ipd/revenue/ road_pricing/ tolling_pricing/ section_129_faqs.aspx . 10 Federal Highway Administration, Public Road Length, 2015: Miles by Functional System and Federal -Aid Highways; National Summary , Table"
1488bfc2-8812-4da4-8b88-345f2401546c," HM -18, Washington, DC, December 2016, https://www.fhwa.dot.gov/ policyinformation/ statistics/ 2015/ pdf/hm18.pdf . 11 Since 1998, under this program, up to three existing Interstate System facilities in three states may be tolled to fund needed reconstruction or rehabilitation on Interstate corridors that could not otherwise be adequately maintained or functionally improved without collection of tolls. No facilities have been converted under this pilot program. See https://www.fhwa.dot.gov/ ipd/revenue/ road_pricing/ tolling_pricing/ interstate_rr.aspx . Tolling U.S. Highways and Bridges Congressional Research Service 4 converted to tolling as part of a project to reconstruct the m. “Off-System ” Roads These roads are not federal -aid highways and are generally not eligible for federal spending on highways. This category is mostly made up of county and town roads and bridges as well as most neighborho od streets. Of the 4.2 million miles of public roads and bridges in the United States, 3.1 million, or"
1488bfc2-8812-4da4-8b88-345f2401546c," roughly 75%, are off-system.  An off-system road, bridge , or tunnel may generally be converted to a toll facility , with or without reconstruction .  Off-system facilities that have benefited from federal highway spending, despite being off the federal -aid system , would have to be reconstructed or replaced to be converted to tolled facilities . These are largely off-system bridges that benefited from former federal bridge program and other off -system bridge spending . The decision to convert a free facility to a tolled facility must be made prior to completion of the qualifying reconstruction project. According to FHWA, once physical construction is comp leted , it is too late to make the decision to toll, unless an additional qualifying reconstruction or rehabilitation project is undertaken. The earliest that toll collection may be initiated is when the contract has been awarded for the physical constructi on activities that render the facility eligible for conversion to a toll facility. The only way"
1488bfc2-8812-4da4-8b88-345f2401546c," that an existing toll -free federal -aid highway may be converted without being reconstructed or replaced is if the conversion occurs under the Value Pricing Pilo t Program .12 HOV/HOT Lane Program: Section 166 Under 23 U.S.C. Section 166, high occupancy vehicle (HOV) lanes built with federal participation may be converted to high occupancy toll facilities. When this occurs , single - passenger vehicles may be allowed to access the HOV facility only if those users pay a toll for access. The tolls must be collected electronically and must be variably priced to manage travel demand to help prevent degradation of the facility’s performance . The Setting of T oll Rates FHWA does not regulate the toll rates users pay on toll roads. Setting toll rates is the responsibility of the toll road owner or operator of the facility. The Regulation of Tolling provision of the Surface Transportation and Uniform Relocation A ssistance Act of 1987 ( P.L. 100-17) requires that bridge tolls “shall be just and reasonable.”"
1488bfc2-8812-4da4-8b88-345f2401546c," However, “just and reasonable ” is not defined . Conference report language (H.R ept. 1 00-27) specifically directs that bridge tolls are not subject to review by the Department of Transportation.13 The FAST Act involved the federal government in toll rates for the first time, mandating that intercity buses serving the public have the sa me access to and pay the same rates as public transportation buses, and requiring public authorities operating high -occupancy toll lanes on the 12 The Value Pricing Pilot Program permits FHWA to enter into agreements with as many as 15 state or local governments or public authorities to establish, maintain, and monitor programs to manage congestion on highways through tolling and other pricing mechan isms. No funding has been provided since FY2012. As of December 2016 there were 12 state -led and two city -led programs participating. According to FHWA, future requests for tolling authority under the program “will be limited to situations that cannot be a ccommodated under"
1488bfc2-8812-4da4-8b88-345f2401546c," the mainstream tolling programs, such as the pricing of existing toll -free facilities without substantial reconstruction of those facilities.” See https://ops.fhwa. dot.gov/ congestionpricing/ value_pricing/ . 13 U.S. Congress, House Committee on Conference, Surface Transportation and Uniform Relocation Assistance Act of 1987 , Conference Report to accompany H.R. 2 , 100th Cong., 1st sess., March 17, 1987, H.Rept. 100 -27 (Washington: GPO, 1987), pp. 45, 175. Tolling U.S. Highways and Bridges Congressional Research Service 5 Interstate System to consult with affected metropolitan planning organizations on the placement and amount of to lls Use of Toll Revenues Although the requirement for upfront tolling agreements unde r Section 129 no longer exists, there continue to be restrictions on the use of toll revenues. FHWA provides oversight of the “limitations on the use of revenues” under 23 U.S.C. Section 129(a)(3) , which requires that the public authority with jurisdiction over a toll facility use toll"
1488bfc2-8812-4da4-8b88-345f2401546c," revenues only for  debt service with r espect to the projects on or for which the tolls are authorized, including funding of reasonable reserves and debt service on refinancing;  a reasonable return on investment of any private person financing the project, as determined by the state or interstate compact of states concerned;  any costs necessary for the improvement and proper operation and maintenance of the toll facility, including reconstruction, resurfacing, restoration, and rehabilitation;  payments that the party holding the right to toll revenues owes another party under a public -private partnership agreement; or  any other purpose for w hich federal funds may be obligated by a state under Title 23 (including certain transit projects) , provided the public authority certifies annually that the tolled facility is being adequately maintained. MAP -21 impose d a requirement for annual audits to ensure adherence to these limitations, the results of which must be transmitted to the Secretary of"
1488bfc2-8812-4da4-8b88-345f2401546c," Transportation . If the Secretary concludes that the public authority responsib le for the toll facility is not in compliance with these restrictions, the Sec retary may require that toll collection be discontinued until an agreement is reached to achieve compliance. Financial Realities of Toll Roads Whether it is built or operated by a government agency or by private investors, a toll road must have sufficient traffic willing to pay a high enough toll to cover construction, maintenance, and toll collection costs if it is to be financially successful. Most roads on the federal -aid system are not likely to pass that test. In rural areas, highways often do not have enough traffic to cover the cost of building toll -collection infrastructure and collecting tolls. Altho ugh urban roads typically have more traffic, they may not be able to generate sufficient toll revenue to make the facilities self-sustaining. Some publicly owned toll roads have been financially successful, generating sufficient revenue to pay"
1488bfc2-8812-4da4-8b88-345f2401546c," for capital improvements and operations, and, in some cases, to contribute to the cost of other highway activities and even to public transportation activities. Other public toll facilities, however, have struggled. One recent example is the 8 miles of express toll l anes built by the Maryland Transportation Authority on I -95 north of Baltimore. In the early months following their opening in December 2014, the toll lane revenue was less than expected, and although it has grown , the tolls still produced only $11 million in gross revenue in the year to June 2016 , far from enough to cover the cost of financing the $1.1 billion project.14 14 Maryland Transportation Authority, Comprehensive Annual Financial Report for the Fiscal Year Ended June 30, (continued...) Tolling U.S. Highways and Bridges Congressional Research Service 6 Recent federal policy has encouraged the use of tolling to attract private investment into highway and bridge construction, but a number of private toll roads have proven to be"
1488bfc2-8812-4da4-8b88-345f2401546c," financial failures. The Pocahontas Parkway, an 8.8 -mile-long toll road near Richmond , VA, which opened in 2002, has persistently been unable to service debt due to low traffic volumes; in June 2012, its private opera tor wrote off the entire value of its investment in a 99 -year concession, and eventually transferred the lease to a new operator.15 SH-130, a 90 -mile, four -lane toll road near Austin, TX, has had much lower traffic volumes than forecast when it opened in 20 12, and the Texas Department of Transportation ended up subsidizing truck tolls in an effort to help make the privately owned project viable. Despite the subsidy, in March 2016 the toll road operator, SH 130 Concession Co., and two affiliates filed for Cha pter 11 bankruptcy protection.16 Other toll roads whose operators have sought bankruptcy protection include the South Bay Expressway in San Diego, CA, and the Indiana Toll Road. All of these financial failures were public -private partnerships (P3s) that wer e formed based, at least in"
1488bfc2-8812-4da4-8b88-345f2401546c," part, on overly optimistic forecasts of the revenue that would be provided by tolls. Their widely publicized difficulties have made investors more cautious about projects reliant on toll revenue. In some cases, private -sector in vestors have conditioned their participation in P3s on “availability payments,” regular payments from the sponsoring government entity to the private entity. This reduces the risk to the private entity, but leaves the public entity at risk if toll revenue falls short of expectations.17 Billing and Operating Costs Using tolls to support transportation expenditures may be a comparatively inefficient form of funding because of high administrative costs. Collecting federal motor fuels taxes is estimated to cost less than 1% of the amount collected.18 The process is administratively simple, because nearly all the federal fuels taxes are collected at the terminal “rack” from only 850 registered taxpayers nationwide, rather than at a large number of retail gasoline s tations. The small"
1488bfc2-8812-4da4-8b88-345f2401546c," number of collection points also facilitates enforcement. The administrative costs of toll collection appear to be significantly higher than the cost of fuel s- tax collection. Determining the true cost of toll collection is difficult beca use, as noted in a 2007 report for the Transportation Research Board, some costs are not readily identified in agencies’ financial reports, such as a portion of general administrative costs and pension expenses (...continued) 2016, pp. 10, 85. The authority poo ls the tolls from all its toll facilities, so that some facilities in effect subsidize others. 15 Transurban, “Transurban Distribution for the Six Months Ending 30 June 2012 and Pocahontas Impairment Charge,” http://www.transurban.com/ 3A374702.pdf . The leased road remains under the ownership of the Virginia Department of Transportation. 16 Tom Corrigan, “Texas Toll -Road Operator Files for Bankruptcy,” Wall Street Journal , March 2, 2016, http://www.wsj.com/ articles/ texas -toll-road-operator"
1488bfc2-8812-4da4-8b88-345f2401546c," -files-for-bankruptcy -1456958991 . The concession is majority - owned by Spanish infrastructure firm Ferrovial’s Cintra u nit and minority -owned by Zachry Construction Corporation. The concession operated under a leasing agreement. The State of Texas is the owner of the road. SH130 Concession Company, LLC, and its affiliated debtors filed their Chapter 11 Plan of Reorganizati on on August 12, 2016. 17 CRS Report R43410, Highway and Public Transportation Infrastructure Provision Using Public -Private Partnerships (P3s) , by William J. Mallett . 18 National Surface Transportation Infrastructure Financing Commission, Paying Our Way; a New Framework for Transportation Finance , Final Report, Washington, DC, February 2009, p. 150, http://financecommissio n.dot.gov/ . This 1% cost of collection figure has been challenged; see Daryl S. Fleming, Dispelling the Myths: Toll and Fuel Tax Collection Costs in the 21st Century , Reason Foundation, Culver City, CA, November 2012, http://reason.org/ files/"
1488bfc2-8812-4da4-8b88-345f2401546c," dispelling_toll_and_gas_tax_collection_myths.pdf . Tolling U.S. Highways and Bridges Congressional Research Service 7 attributable to tolling. Published figures th us likely understate true collection costs. Even so, at the seven agencies examined, the study estimated that toll collection cost from 16.5% to 92.6% of the amount collected.19 Most toll facilities now collect a majority of their tolls from customer accoun ts that are debited when an electronic sensor detects a transponder in a vehicle passing beneath a gantry. In principle, the cost of operating an electronic tolling system should be much lower than the cost of manual collection, due to obvious personnel sa vings. However, many toll facilities continue to employ collectors to receive cash tolls. Those with no provision for collecting cash tolls normally bill drivers without transponders by mail at the address associated with the license plate on the vehicle, often at a higher rate to cover the cost of mailing the bill. Recent financial reports"
1488bfc2-8812-4da4-8b88-345f2401546c," from public agencies indicate that even with extensive use of electronic tolling, collecting highway tolls costs between roughly 8% and 1 3% of the amount collected (see Table 1). The annual report of the New Hampshire turnpike system breaks out some of the costs of electronic tolling in detail, including bank and credi t card fees (2.7% of revenue collected from the electronic system), fees paid to process electronic transactions (7.3%), and the in -vehicle transponders furnished to drivers (0.7%). The agency’s total operating costs for electronic tolling in FY2015, not i ncluding enforcement costs and depreciation of the electronic tolling infrastructure, were 11.2% of revenues collected electronically.20 19 Transportation Research Board, National Cooperative Highway Research Program, Costs of Alternative Revenue - generation Systems , NCHRP Report 689, Washington, DC, 2011, pp. 70 -74, http://onlinepubs.trb.org/ onlinepubs/ nchrp/ nchrp_rpt_689.pdf . 20 State of New Hampshire Department of Transportation"
1488bfc2-8812-4da4-8b88-345f2401546c," Turnpi ke System, Annual Financial Report for the F iscal Year Ended June 30, 201 6, pp. 19, 36, https://www.nh.gov/ dot/org/operations/ turnpike s/documents/ DOTTPKESAnnualReport20160113FinalSigned.pdf . Tolling U.S. Highways and Bridges Congressional Research Service 8 T able 1. T oll Collection Revenues and Costs Facility Costs Revenues Cost as % of Toll Revenues 407 International, Inc. Toronto (all electronic) C$=Canadian dollars C$149,700,000 C$1,134,700,000 13.2% New Hampshire Turnpike (electronic collection s/costs only) $10,462,000 $93,495,000 11.2% New Jersey Turnpike Authority (81.7% E -ZPass usage rate, 2015) $157,558,000 $1,523,133,000 10.3% Kansas Turnpike Authority (53% electronic K -Tag) $9,207,166 $108,455,441 8.5% Oklahoma Turnpike Authoritya $18,201,278 $256,050,594 7.1% Maine Turnpike Authority $12,985,346 $133,822,432 9.7% Source: 407 International, Inc. 2016 Results, December 31, 2016; New Hampshire Turnpike System, Annual Report , Fiscal Year Ending June 30, 201 6, p. 19; New Jersey"
1488bfc2-8812-4da4-8b88-345f2401546c," Turnpike Authority, New Jersey Turn pike Authority Financial Statements , December 31, 2015, pp. 17, 94; Ka nsas Turnpike Authority, Annual Report June 30, 2016 , pp. 6, 10; Oklahoma Turnpike Authority, Comprehensive Annual Financial Report, December 31, 201 5, pp. 16, 29 ; Maine Turnpike Authority, Maine Turnpike Authority Financial Report , December 201 6, p. 2 . Notes: New Hampshire Turnpike revenue figure includes E -ZPass and transponder revenues only, and cost figure includes only bank and credit card fees, E -ZPass processing fees, and transponder expense. The electronic tolling share of personnel benefits (such as pension contributions), enforcement, and equipment and repair costs are not separated in the accounting and ha ve not been counted as toll collection costs. a. Oklahoma Turnpike Authority also incurred $14,444,832 in PIKEPASS customer service costs that are not reflected in Table 1. If these costs are included, collection costs are 12.7% of toll revenues. Tolling and Highway Funding Highway"
